,STORE_ID,STORE_NAME,Location,Coordinates,Latitude,Longitude
160,734,Sherwood & FM 2288 H-E-B,5502 SHERWOOD WAY SAN ANGELO TX,"5502 Sherwood Way, San Angelo, Texas, 76901",31.42864506173988,-100.51064711553593
161,722,Magnolia Market H-E-B,7988 FM 1488 MAGNOLIA TX,"7988 FM-1488, Magnolia, Texas, 77354",30.220990028061912,-95.58506895680833
162,735,Marble Falls H-E-B,1503 FM 1431 MARBLE FALLS TX,"1503 FM-1431, Marble Falls, Texas, 78654",30.581413245686036,-98.2791183710258
163,736,Cross Creek Ranch H-E-B,4950 FM 1463 KATY TX,"4950 FM-1463, Katy, Texas, 77494",29.714541665270126,-95.84621429569857
164,748,H-E-B Market at Gosling,5251 FM 2920 SPRING TX,"5251 FM-2920, Spring, Texas, 77388",30.07400079115585,-95.50146129765152
165,741,Mont Belvieu H-E-B,13401 I-10 EAST MONT BELVIEU TX,"13401 Interstate 10 E, Baytown, Texas, 77523",29.82622952059932,-94.84976381549744
166,746,Jones Crossing H-E-B,11675 FM 2154 COLLEGE STATION TX,"11675 FM-2154 N, College Station, Texas, 77845",30.58488327941458,-96.32609519121858
167,737,The Heights H-E-B,2300 N. SHEPHERD DR. HOUSTON TX,"2300 N Shepherd Dr, Houston, Texas, 77008",29.80717200000001,-95.40960749999999
168,727,Richmond Market H-E-B,23500 CIRCLE OAK PARKWAY RICHMOND TX,"23500 Circle Oak Pkwy, Richmond, Texas, 77469",29.55069900000001,-95.74889399999999
169,738,Bellaire Market H-E-B,5106 BISSONNET BELLAIRE TX,"5106 Bissonnet St, Bellaire, Texas, 77401",29.707577999999998,-95.469039
170,485,83 and Westgate H-E-B,310 N. WESTGATE DRIVE WESLACO TX,"310 N Westgate Dr, Weslaco, Texas, 78596",26.16356666645283,-98.00674783016643
171,497,Mason Rd H-E-B,1621 MASON ROAD KATY TX,"1621 S Mason Rd, Katy, Texas, 77450",29.7568699417162,-95.7513767549778
172,109,Bunker Hill H-E-B,9710 KATY FREEWAY HOUSTON TX,"9710 Katy Fwy, Houston, Texas, 77055",29.787695999999997,-95.5322865
173,229,I 35 and William Cannon H-E-B,6607 SOUTH IH 35 AUSTIN TX,"6607 S Interstate 35, Austin, Texas, 78744",30.188754000000003,-97.7689125
174,291,83 and Lincoln H-E-B,613 S EXPWY 83 HARLINGEN TX,"613 S Expressway 83, Harlingen, Texas, 78550",26.18635318819417,-97.7154612507307
175,99,Vintage Park Market H-E-B,10919 LOUETTA RD HOUSTON TX,"10919 Louetta Rd, Houston, Texas, 77070",29.996651527584042,-95.577435
176,69,Staples and Saratoga H-E-B plus!,5313 SARATOGA CORPUS CHRISTI TX,"5313 Saratoga Blvd, Corpus Christi, Texas, 78413",27.685412999999997,-97.3886445
177,52,Sherwood & Avenue N H-E-B,3301 SHERWOOD WAY SAN ANGELO TX,"3301 Sherwood Way, San Angelo, Texas, 76901",31.444961223902656,-100.48044553482698
178,20,Cypress Market H-E-B,24224 NORTHWEST FREEWAY CYPRESS TX,"24224 Northwest Fwy, Cypress, Texas, 77429",29.953776914502157,-95.67355750890718
179,752,Hudson Oaks H-E-B,100 HUDSON OAKS DR HUDSON OAKS TX,"100 Hudson Oaks Dr, Weatherford, Texas, 76087",32.75286348182237,-97.69919058122196
180,744,Washington Heights H-E-B,3663 WASHINGTON AVE. STE. 100 HOUSTON TX,"3663 Washington Ave, Houston, Texas, 77007",29.768957999999998,-95.396607
181,756,MacGregor Market H-E-B,6055 SOUTH FREEWAY HOUSTON TX,"6055 South Loop E, Houston, Texas, 77087",29.693820455423975,-95.3226653989838
182,404,Bee Caves H-E-B,12400 W HIGHWAY 71 BEE CAVE TX,"12400 W State Hwy 71, Austin, Texas, 78738",30.304052999999996,-97.933491
183,415,Schertz H-E-B plus!,17460 I.H. 35 NORTH SCHERTZ TX,"17460 Interstate 35 N, Schertz, Texas, 78154",29.596733999999998,-98.2786275
184,184,Leopard and Violet H-E-B,11100 LEOPARD CORPUS CHRISTI TX,"11100 Leopard St, Corpus Christi, Texas, 78410",27.845222922394274,-97.58482870553905
185,265,Hwy 183 and Whitestone Blvd H-E-B,170 E WHITESTONE BLVD CEDAR PARK TX,"170 E Whitestone Blvd, Cedar Park, Texas, 78613",30.521451504644954,-97.8281411049395
186,757,Harper's Trace H-E-B,10200 HIGHWAY 242 CONROE TX,"10200 Highway 242, Conroe, Texas, 77385",30.20841467298823,-95.42491148570039
187,480,I10 and Wurzbach H-E-B,9900 WURZBACH SAN ANTONIO TX,"9900 Wurzbach Rd, San Antonio, Texas, 78230",29.532444218910992,-98.56083056238143
188,759,H-E-B Market at Northpark,19529 NORTHPARK DR. KINGWOOD TX,"19529 Northpark Dr, Kingwood, Texas, 77339",30.070451086445697,-95.25128714348783
189,451,Four Points H-E-B,7301 N FM 620 AUSTIN TX,"7301 N FM 620, Austin, Texas, 78726",30.40438755443892,-97.85358417626524
190,224,Bandera and Guilbeau H-E-B,7951 GUILBEAU RD. SAN ANTONIO TX,"7951 Guilbeau Rd, San Antonio, Texas, 78250",29.519104530468635,-98.643438
191,294,Foster Rd H-E-B,6580 F.M. 78 SAN ANTONIO TX,"6580 FM 78, San Antonio, Texas, 78244",29.480664529171506,-98.36006417825656
192,84,Zarzamora and Military H-E-B plus!,6818 SOUTH ZARZAMORA SAN ANTONIO TX,"6818 S Zarzamora St, San Antonio, Texas, 78224",29.359827639188655,-98.5340529896709
193,24,Anderson Mill H-E-B plus!,"11521 NORTH FM620, BUILDING A AUSTIN TX","11521 N FM 620, Austin, Texas, 78726",30.454906559097484,-97.82624066225033
